phrase,label,category,non_comp_score,phrase_len_tokens,avg_next_token_prob,min_next_token_prob,max_next_token_prob,avg_surprisal,logit_lens_L0_avg_prob,logit_lens_L0_avg_surprisal,logit_lens_L6_avg_prob,logit_lens_L6_avg_surprisal,logit_lens_L12_avg_prob,logit_lens_L12_avg_surprisal,logit_lens_L18_avg_prob,logit_lens_L18_avg_surprisal,logit_lens_L24_avg_prob,logit_lens_L24_avg_surprisal,logit_lens_L30_avg_prob,logit_lens_L30_avg_surprisal,logit_lens_L36_avg_prob,logit_lens_L36_avg_surprisal,logit_lens_L42_avg_prob,logit_lens_L42_avg_surprisal,logit_lens_L47_avg_prob,logit_lens_L47_avg_surprisal,future_L0_k1_prob,future_L0_k1_top1,future_L0_k1_top10,future_L0_k2_prob,future_L0_k2_top1,future_L0_k2_top10,future_L6_k1_prob,future_L6_k1_top1,future_L6_k1_top10,future_L6_k2_prob,future_L6_k2_top1,future_L6_k2_top10,future_L12_k1_prob,future_L12_k1_top1,future_L12_k1_top10,future_L12_k2_prob,future_L12_k2_top1,future_L12_k2_top10,future_L18_k1_prob,future_L18_k1_top1,future_L18_k1_top10,future_L18_k2_prob,future_L18_k2_top1,future_L18_k2_top10,future_L24_k1_prob,future_L24_k1_top1,future_L24_k1_top10,future_L24_k2_prob,future_L24_k2_top1,future_L24_k2_top10,future_L30_k1_prob,future_L30_k1_top1,future_L30_k1_top10,future_L30_k2_prob,future_L30_k2_top1,future_L30_k2_top10,future_L36_k1_prob,future_L36_k1_top1,future_L36_k1_top10,future_L36_k2_prob,future_L36_k2_top1,future_L36_k2_top10,future_L42_k1_prob,future_L42_k1_top1,future_L42_k1_top10,future_L42_k2_prob,future_L42_k2_top1,future_L42_k2_top10,future_L47_k1_prob,future_L47_k1_top1,future_L47_k1_top10,future_L47_k2_prob,future_L47_k2_top1,future_L47_k2_top10,avg_lookahead_prob,future_L0_k3_prob,future_L0_k3_top1,future_L0_k3_top10,future_L6_k3_prob,future_L6_k3_top1,future_L6_k3_top10,future_L12_k3_prob,future_L12_k3_top1,future_L12_k3_top10,future_L18_k3_prob,future_L18_k3_top1,future_L18_k3_top10,future_L24_k3_prob,future_L24_k3_top1,future_L24_k3_top10,future_L30_k3_prob,future_L30_k3_top1,future_L30_k3_top10,future_L36_k3_prob,future_L36_k3_top1,future_L36_k3_top10,future_L42_k3_prob,future_L42_k3_top1,future_L42_k3_top10,future_L47_k3_prob,future_L47_k3_top1,future_L47_k3_top10
splinter group,non-compositional,farahmand,0.75,2,0.28125420957803726,0.19682349264621735,0.3656849265098572,1.8981763000329257,2.5682902993875642e-36,33.219280948873624,0.017450745843234472,8.576998310685308,0.02454853616654873,6.179178446698179,0.03932622913271189,5.151398205173008,0.061108895344659686,5.230067060430759,0.1294571035541594,4.430974909460865,0.08761246874928474,3.8791107684611843,0.19999809563159943,2.3423066158108563,0.2226504385471344,2.1725237628767866,5.8354608261509795e-39,0,0,,,,0.00019758506095968187,0,0,,,,0.004246119409799576,0,0,,,,0.011851275339722633,0,1,,,,0.006114208605140448,0,1,,,,0.008585725910961628,0,1,,,,0.03232230991125107,0,1,,,,0.16662968695163727,0,1,,,,0.24183611571788788,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stimulant medication,compositional,farahmand,0.0,2,0.3656775907147676,0.005369594786316156,0.725985586643219,4.001479126754,8.543299903563462e-33,33.219280948873624,0.005236530851107091,8.230339390139934,0.018066798278596252,7.349798102226384,0.03188926260918379,6.3398535051879,0.039106491254642606,5.81978538471098,0.030365468934178352,5.590643619095237,0.03475057752802968,5.5457654782337045,0.10805199015885592,4.4029798044186,0.3314489934127778,4.101196963255382,3.2691397884230164e-33,0,0,,,,0.001195052987895906,0,0,,,,0.0010718832490965724,0,0,,,,0.0024867113679647446,0,0,,,,0.004236905369907618,0,0,,,,0.008197050541639328,0,0,,,,0.007376541383564472,0,0,,,,0.010887542739510536,0,1,,,,0.005161566194146872,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teddy bear,non-compositional,farahmand,0.75,2,0.36624138290062547,0.010197077877819538,0.7222856879234314,3.542529457484426,5.503120791915396e-26,33.219280948873624,0.053061096579767764,6.0079494783292215,0.2785230171866715,3.9723498807580504,0.25819608895108104,4.228935201075367,0.31388636701740324,3.9294951053746945,0.42300923401489854,3.372046701373988,0.45812220126390457,2.972274510708196,0.4168841680511832,2.8994498409231433,0.3875933443196118,3.2354669472781215,2.2441794906161945e-41,0,0,,,,0.1037958487868309,1,1,,,,0.5496616959571838,1,1,,,,0.5108247399330139,1,1,,,,0.6208347678184509,1,1,,,,0.834844172000885,1,1,,,,0.8981661796569824,1,1,,,,0.8116376399993896,1,1,,,,0.7603603005409241,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise color,compositional,farahmand,0.0,3,0.3774983746310075,0.015147600322961807,0.9887646436691284,3.006765798067994,3.171642588009137e-33,33.219280948873624,0.01004470013625299,7.763874182269729,0.027276664584254224,6.363345799610104,0.04902780164654056,5.577772577330928,0.2359681281571587,4.195954674342112,0.3466458736608426,3.055902879454513,0.3854908347129822,2.467242424706766,0.4259139137963454,2.114489416136634,0.3759537562727928,2.781151703667726,9.132783688206953e-33,0,0,3.00897596258e-39,0.0,0.0,0.01741495355963707,0,1,6.6490829340182245e-06,0.0,0.0,0.05877190828323364,0,1,1.1437114153522998e-05,0.0,0.0,0.12883834540843964,1,1,7.247591838677181e-06,0.0,0.0,0.6744213700294495,1,1,1.3296178167365724e-06,0.0,0.0,0.9498291611671448,1,1,8.98340957178334e-08,0.0,0.0,0.9943686127662659,1,1,1.9088076896878192e-08,0.0,0.0,0.9945407509803772,1,1,2.3300055218555826e-08,0.0,0.0,0.9743544459342957,1,1,1.0547430662199986e-07,0.0,0.0,1.0547430662199986e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
unbroken period,compositional,farahmand,0.0,2,0.0051358542405068874,0.002078811638057232,0.008192896842956543,7.920717939228222,7.663886246139827e-25,33.219280948873624,0.0008682665302330861,12.090886839583352,0.0016808072396088392,9.35905798482556,0.014837920432910323,6.428055369704715,0.01444805134087801,6.1141883807708055,0.012862096540629864,6.526290298508368,0.003987729956861585,8.44288770839636,0.006633810058701783,7.869296557140118,0.005499359569512308,7.87708905925464,3.641945281512449e-39,0,0,,,,3.080715032410808e-05,0,0,,,,0.0009693343308754265,0,0,,,,0.024073226377367973,0,1,,,,0.013857265934348106,0,1,,,,0.0059532541781663895,0,0,,,,0.0012229540152475238,0,0,,,,0.0015625642845407128,0,0,,,,0.0020137361716479063,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
undulating course,compositional,farahmand,0.0,2,0.03388537635328248,0.0009519864106550813,0.06681876629590988,6.9701871219551945,4.463298882499149e-33,33.219280948873624,0.001132947152655106,10.539635854403649,0.002656892203958705,9.140435370506472,0.005100424634292722,7.663344337184073,0.002853160025551915,8.604331125467233,0.004176748916506767,8.01984551988394,0.009941015276126564,8.012551763135372,0.0334420571452938,7.204497206612604,0.03847864334238693,6.994848150354176,4.725958216272711e-37,0,0,,,,0.0002206829230999574,0,0,,,,0.00067718984792009,0,0,,,,0.00639684172347188,0,0,,,,0.004093525931239128,0,0,,,,0.0025641373358666897,0,0,,,,0.0007852406706660986,0,0,,,,0.0006944973720237613,0,0,,,,0.000807256787084043,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youth hostel,compositional,farahmand,0.0,2,0.36765755037777126,0.0020109578035771847,0.7333041429519653,4.702708939905666,5.959256702071373e-29,33.219280948873624,0.000269941159785958,12.277985201031179,0.0006047830775059992,12.16002585036933,0.000668395859975135,11.509224533853331,0.0016282125070574693,10.564880526738833,0.0017696705472189933,9.628625766028867,0.008228708116803318,7.7320245996020605,0.0495690816314891,6.177099246654872,0.2757686246186495,4.815163349974472,3.0731554927821705e-35,0,0,,,,0.0004497332265600562,0,0,,,,0.0011687128571793437,0,0,,,,0.0012420320417732,0,0,,,,0.0031165857799351215,0,0,,,,0.0030089819338172674,0,1,,,,0.01498059369623661,0,1,,,,0.09717267006635666,0,1,,,,0.5492399334907532,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
for crying out loud,non-compositional,idiomem,1.0,3,0.6442182835404916,8.65985348355025e-05,0.99174964427948,4.531753826212016,4.313717949163785e-14,33.219280948873624,0.0102023018359129,8.404839062268998,0.02167967821029985,8.905054758579025,0.2457837725354087,8.6505965593942,0.32655264619825175,8.49295998122447,0.33320510130821884,7.861407500824041,0.33440623912974843,7.545834772825192,0.4378733423242617,5.367672300734977,0.6464580471341227,4.438336666641046,4.37340763045112e-33,0,0,2.1796679404793487e-27,0.0,0.0,0.014246524311602116,0,1,0.0007624476565979421,0.0,0.0,0.004502113908529282,0,1,0.00038054297328926623,0.0,0.0,0.000484151067212224,0,0,0.00020945444703102112,0.0,0.0,0.00023423983657266945,0,0,8.856078056851402e-05,0.0,0.0,0.0011167168850079179,0,1,3.4186137781944126e-05,0.0,0.0,0.00347192888148129,0,1,6.383949221344665e-05,0.0,0.0,0.3136921525001526,0,1,0.0001171657131635584,0.0,0.0,0.9479585289955139,1,1,2.0609206330846064e-05,0.0,0.0,2.0609206330846064e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
turn a blind eye,non-compositional,idiomem,1.0,3,0.3363172731672724,0.0012999018654227257,0.9948727488517761,5.2949532833148885,9.880064250820104e-14,33.219280948873624,0.00020881665113847703,12.245335661047093,0.0031118026139059416,11.218239630859491,0.008852718674461357,9.625881265827497,0.009183617308735847,9.604200257681333,0.03335778369607093,7.839719698404983,0.32853448974977556,6.15328261754777,0.3379951454408001,5.810665966799007,0.33617695215313387,5.348088602777646,2.9640192752457273e-13,0,0,4.348569573008054e-13,0.0,0.0,0.00016672386846039444,0,0,2.111392495862674e-05,0.0,0.0,5.339774361345917e-05,0,0,5.344991950551048e-05,0.0,0.0,0.0003802396240644157,0,0,6.705076521029696e-05,0.0,0.0,0.00042398879304528236,0,0,1.4096103768679313e-05,0.0,0.0,0.0033951939549297094,0,0,1.084547329810448e-05,0.0,0.0,0.010915731079876423,0,1,3.593284054659307e-05,0.0,0.0,0.014350545592606068,0,1,3.9674941945122555e-05,0.0,0.0,0.010878258384764194,0,1,3.2973141060210764e-05,0.0,0.0,3.2973141060210764e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
get to grips with,non-compositional,idiomem,1.0,3,0.24042710949045917,0.0013245523441582918,0.7151798605918884,5.917868775989434,3.238329688897943e-16,33.219280948873624,0.0016075795623085771,10.635888998454542,0.007888256882627806,8.740989572934916,0.037916707049589604,6.914388766655452,0.09292474741232581,5.736390579074002,0.11767491841843973,5.566885604251701,0.3088077853705424,4.714483021676787,0.3342282851517666,5.170875097857564,0.2551380688479791,5.858557331546024,3.335555130492147e-16,0,0,2.9127994238820065e-08,0.0,0.0,0.00012954192061442882,0,0,0.0004009702824987471,0.0,0.0,0.0011545027373358607,0,0,0.0011590213980525732,0.0,0.0,0.007104695308953524,0,0,0.00019063244690187275,0.0,0.0,0.06440972536802292,0,1,0.0001544416882097721,0.0,0.0,0.13620367646217346,0,1,2.795778891595546e-05,0.0,0.0,0.23790742456912994,0,1,3.6825826100539416e-05,0.0,0.0,0.04893181845545769,0,1,6.66563500999473e-05,0.0,0.0,0.004821105860173702,0,0,0.0002105870662489906,0.0,0.0,0.0002105870662489906,,,,,,,,,,,,,,,,,,,,,,,,,,,
grind to a halt,non-compositional,idiomem,1.0,3,0.014385740815972289,0.00262094265781343,0.025416113436222076,6.640397809211591,6.171626786565678e-09,30.708433811591743,0.000769960977777373,11.277931100631216,0.0008289033042577406,10.453850462662594,0.021813006314914674,8.410709723808418,0.01863741488584007,8.993703975910307,0.0484013215949138,7.968036759140499,0.0053407715749926865,8.70537206069023,0.0038571011585493884,8.053736049300221,0.012849440332502127,6.8268278186050635,1.851488029558368e-08,0,0,7.532609789823869e-15,0.0,0.0,0.0018683570669963956,0,0,0.00022097489272709936,0.0,0.0,0.0006208203267306089,0,0,0.00019458816677797586,0.0,0.0,0.0007888948894105852,0,0,9.730591409606859e-05,0.0,0.0,0.0005054076900705695,0,0,6.412999937310815e-05,0.0,0.0,0.0007904401863925159,0,0,7.735237886663526e-05,0.0,0.0,0.001315884292125702,0,0,3.0407400117837824e-05,0.0,0.0,0.005062521900981665,0,0,2.050832517852541e-05,0.0,0.0,0.023478275164961815,0,1,2.4440436391159892e-05,0.0,0.0,2.4440436391159892e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
let bygones be bygones,non-compositional,idiomem,1.0,7,0.7023961941096266,0.0005158502026461065,0.9961438179016113,2.7028785320176083,5.110831054300149e-17,33.219280948873624,0.0002371192687340746,12.464716234971876,0.0006438121532223054,11.673623926603579,0.0015082018539292871,11.04175056262609,0.02631070570376843,9.88144912633283,0.08755736284651253,8.74999725122906,0.2365377343202064,7.047996490655568,0.44484636424125973,4.201597043097041,0.665385421681484,2.7398822705176147,1.603551159671618e-16,0,0,3.3275674340236586e-19,0.0,0.0,7.619715324835852e-05,0,0,1.1636814633675385e-05,0.0,0.0,9.275951015297323e-05,0,0,1.3166985581847257e-06,0.0,0.0,0.0001325275661656633,0,0,2.1316743641364155e-06,0.0,0.0,0.00023607989714946598,0,0,1.1126542176498333e-06,0.0,0.0,0.00011704802454914898,0,0,2.6676153197513486e-07,0.0,0.0,6.347105954773724e-05,0,0,1.0118322535390689e-07,0.0,0.0,0.0003784034342970699,0,0,1.5133524300381396e-07,0.0,0.0,0.0037468348164111376,0,0,1.942961944223498e-06,0.0,0.0,0.001051157650882928,1.1069126165793794e-13,0.0,0.0,0.0007094750180840492,0.0,0.0,0.00039397968794219196,0.0,0.0,0.0001678580738371238,0.0,0.0,0.0001114074038923718,0.0,0.0,3.350208862684667e-05,0.0,0.0,1.603233249625191e-05,0.0,0.0,2.956657590402756e-05,0.0,0.0,0.00014267941878642887,0.0,0.0
every man for himself,non-compositional,idiomem,1.0,3,0.4736408479511738,0.03717946633696556,0.9726837873458862,2.0239629820918985,4.6916596227751134e-14,33.219280948873624,0.0006357006592831264,11.126869740773218,0.0014100512125878595,10.781474292688657,0.001651349523550986,10.53621104976038,0.000656417932380767,11.14628318032669,0.1014534258817245,8.222124675877756,0.3336713342384125,6.228594670292414,0.40478254792590934,2.977085959792898,0.45530131335059804,2.236104195765908,9.206416971599923e-25,0,0,4.819828428196203e-23,0.0,0.0,0.000133325724164024,0,0,0.0005257708253338933,0.0,0.0,7.641869160579517e-05,0,0,0.0001863876823335886,0.0,0.0,6.468014180427417e-05,0,0,0.00045693101128563285,0.0,0.0,9.99347903416492e-05,0,0,0.00041705946205183864,0.0,0.0,0.00020897544163744897,0,0,0.00094206677749753,0.0,0.0,0.0024077410344034433,0,0,0.006647985894232988,0.0,0.0,0.20501957833766937,1,1,0.00918559730052948,0.0,0.0,0.35653987526893616,1,1,0.0016191717004403472,0.0,0.0,0.0016191717004403472,,,,,,,,,,,,,,,,,,,,,,,,,,,
sign of the times,non-compositional,idiomem,1.0,3,0.12483071846266587,0.017896974459290504,0.2746777832508087,3.759338215927562,4.3915329995166306e-11,33.094138719276025,0.0029166514541429933,10.283051864632398,0.0007247506897935333,11.532385694935376,0.0008689917740412056,10.216039838172113,0.014690585046385726,7.51825972603537,0.01582676738811036,6.680674080618925,0.09588517559071381,4.671995615686173,0.11866400701304276,3.919206771238745,0.1279947074751059,3.7063857774579287,1.2972231622221386e-10,0,0,2.117658652600607e-11,0.0,0.0,0.006877553183585405,1,1,4.903512308374047e-05,0.0,0.0,0.0016211697366088629,0,0,4.152736073592678e-05,0.0,0.0,0.0009177761385217309,0,0,0.0001912524166982621,0.0,0.0,0.0022060363553464413,0,0,0.0012471798108890653,0.0,0.0,0.012901502661406994,0,0,0.0021985815837979317,0.0,0.0,0.07833606004714966,0,1,0.0005751902353949845,0.0,0.0,0.24735866487026215,0,1,6.706779095111415e-05,0.0,0.0,0.2908209562301636,1,1,0.0001261282159248367,0.0,0.0,0.0001261282159248367,,,,,,,,,,,,,,,,,,,,,,,,,,,
at the end of the day,non-compositional,idiomem,1.0,5,0.35011735521256926,0.00895003043115139,0.7595211267471313,2.5902730097481457,3.2727082218355254e-10,32.420594190507046,0.005296550877392292,7.612158787412952,0.033600626862607896,6.509698657779429,0.1130306055652909,5.7574973858365315,0.1150689220885397,5.669310224070754,0.36936957001562404,4.492320283798198,0.507018649026395,3.9105769661407095,0.5087055243289796,3.1596520979147753,0.3845429542474449,2.659423323152476,7.27260135793828e-12,0,0,3.693883254829444e-10,0.0,0.0,0.00474643986672163,0,1,0.0001869376574177295,0.0,0.0,0.1263572871685028,1,1,6.258447683649138e-05,0.0,0.0,0.4322642385959625,1,1,1.870780579338316e-05,0.0,0.0,0.3148447275161743,1,1,3.703944094013423e-05,0.0,0.0,0.6133760809898376,1,1,2.4431521524093114e-05,0.0,0.0,0.34877118468284607,1,1,4.0434013499179855e-05,0.0,0.0,0.17855234444141388,0,1,0.00010089914576383308,0.0,0.0,0.11062844097614288,0,1,0.0012005018070340157,0.0,0.0,0.0031484641735005426,0.9995773434638977,1.0,1.0,0.0008329018019139767,0.0,0.0,0.0001532430324004963,0.0,0.0,4.698551128967665e-05,0.0,0.0,4.360052480478771e-05,0.0,0.0,4.7001103666843846e-05,0.0,0.0,0.00010165109415538609,0.0,0.0,0.0003830271598417312,0.0,0.0,0.004357080440968275,0.0,0.0
come to terms with,non-compositional,idiomem,1.0,3,0.21581969068696102,0.009101537056267262,0.6138598322868347,4.278300875328598,2.4772128387535783e-13,33.219280948873624,0.0006052727258065715,11.198544776324587,0.004130749817704782,9.389770343840958,0.043312041903845966,6.693549831418703,0.04314547074803462,6.800883575501962,0.06136487667390611,6.695225384126661,0.16001669345617606,5.291013939003917,0.32220956159289926,4.707081000565753,0.23546782011787096,4.3270155877032,7.431637228348664e-13,0,0,2.9127994238820065e-08,0.0,0.0,0.00011801246728282422,0,0,0.0006268530851230025,0.0,0.0,0.00042681212653405964,0,0,0.0011738716857507825,0.0,0.0,0.007450437173247337,0,0,0.0003971790720243007,0.0,0.0,0.014242279343307018,0,1,0.0002484252618160099,0.0,0.0,0.04963725805282593,0,1,0.00018578802701085806,0.0,0.0,0.1226155236363411,0,1,0.00015984917990863323,0.0,0.0,0.062918521463871,0,1,0.0001410352560924366,0.0,0.0,0.009805820882320404,0,0,0.00018766844004858285,0.0,0.0,0.00018766844004858285,,,,,,,,,,,,,,,,,,,,,,,,,,,
with a view to,non-compositional,idiomem,1.0,3,0.20592373074032366,0.0030707933474332094,0.6110705733299255,5.7212153389596105,4.891574779779251e-10,31.9275884107511,0.002156573134319236,9.596917802963329,0.002029711458211144,8.960006234228501,0.0051510535801450414,7.835575254380533,0.007390498688134055,7.976848876774938,0.006620285930694081,9.157406722358091,0.04896431682573166,7.107557482195099,0.20511360159919909,6.242002983125985,0.2082185607869178,5.653813078208807,1.8702964524330845e-13,0,0,1.5789691776291193e-09,0.0,0.0,0.0006507812649942935,0,0,0.00030590995447710156,0.0,0.0,0.0017734954599291086,0,0,0.0003045968187507242,0.0,0.0,0.00788938719779253,0,1,0.0002581012377049774,0.0,0.0,0.006228643003851175,0,1,0.000392776943044737,0.0,0.0,0.00622567068785429,0,0,0.00032483311952091753,0.0,0.0,0.01599561609327793,0,1,0.00047368317609652877,0.0,0.0,0.008407993242144585,0,1,0.0007275425596162677,0.0,0.0,0.0042630466632544994,0,0,0.0016086167888715863,0.0,0.0,0.0016086167888715863,,,,,,,,,,,,,,,,,,,,,,,,,,,
in the long run,non-compositional,idiomem,1.0,3,0.21909562055952847,0.0022217014338821173,0.6467599868774414,5.451530334107631,4.598883593618746e-08,29.676275592329148,0.003801342914812267,8.390050312283172,0.00482655392261222,9.571540419112177,0.011218044421790788,9.322662231717997,0.0033095938949069628,10.287151668787851,0.002238634198268604,11.146305696685111,0.0024979347605646276,10.318630838395514,0.015785015440390755,8.120463436935035,0.18174857401754707,5.815286858813771,1.1487902989992804e-10,0,0,2.8871963413806823e-12,0.0,0.0,0.0013599522644653916,0,0,0.0005081770359538496,0.0,0.0,0.00039470114279538393,0,0,0.0007133168983273208,0.0,0.0,0.00040351448114961386,0,0,0.0002709068066906184,0.0,0.0,0.0005313553847372532,0,0,0.00018435021047480404,0.0,0.0,0.0006060610758140683,0,0,0.00012654201418627053,0.0,0.0,0.0006286975694820285,0,0,0.00028062230558134615,0.0,0.0,0.0015780840767547488,0,0,0.0005348227568902075,0.0,0.0,0.001944904332049191,0,0,0.0008563298033550382,0.0,0.0,0.0008563298033550382,,,,,,,,,,,,,,,,,,,,,,,,,,,
keep a low profile,non-compositional,idiomem,1.0,3,0.30898825199498486,0.0013284831074997783,0.901978075504303,5.035452055908282,1.2698135136163555e-10,32.57608790311531,0.0003811152031024297,11.430936435566787,0.0013217934344235498,11.071134355786526,0.0013254869190859608,10.995438940119923,0.003449205813012668,10.574306751865292,0.13063985669092895,7.911731146216947,0.312084052293964,7.69546834448471,0.3263033941135897,6.5994306238568745,0.30243973368002725,5.4358409821316505,3.8094405407917975e-10,0,0,7.105780400933417e-14,0.0,0.0,0.0005614736583083868,0,0,8.033688936848193e-05,0.0,0.0,0.0003271967580076307,0,0,1.5217505278997123e-05,0.0,0.0,0.0003878179704770446,0,0,9.083690883926465e-07,0.0,0.0,0.0020960792899131775,0,0,1.8616378838487435e-06,0.0,0.0,0.005730110220611095,0,0,1.9661949409055524e-05,0.0,0.0,0.004779849201440811,0,0,4.872668796451762e-05,0.0,0.0,0.011990444734692574,0,0,0.00013320181460585445,0.0,0.0,0.013408561237156391,0,1,0.0003311186737846583,0.0,0.0,0.0003311186737846583,,,,,,,,,,,,,,,,,,,,,,,,,,,
tell it like it is,non-compositional,idiomem,1.0,4,0.6564210900251055,0.0005311761633493006,0.9816778302192688,2.8816338516487368,1.1488245286172885e-11,33.219280948873624,0.0008062587221502326,10.648939616666857,0.0005980760383863526,12.693150449398845,0.00034937493637698935,12.504456147257761,0.00018625913594405574,13.420533308294692,0.0010494264990938973,12.93216187399525,0.16386144383371004,8.513656600400985,0.5470623014037272,5.467075951608879,0.6604467770885094,3.0686723402898277,3.1053395965763286e-11,0,0,0.9999995231628418,1.0,1.0,0.00017310396651737392,0,0,9.550377581035718e-05,0.0,0.0,1.3076927643851377e-05,0,0,3.3789935969252838e-06,0.0,0.0,8.020715904422104e-05,0,0,2.933418181783054e-05,0.0,0.0,0.00013166852295398712,0,0,1.170909217762528e-05,0.0,0.0,0.00012173562572570518,0,0,7.124024705262855e-06,0.0,0.0,0.0032934907358139753,0,0,0.00014107795141171664,0.0,0.0,0.34358248114585876,1,1,4.7766432544449344e-05,0.0,0.0,0.682500958442688,1,1,0.00022452518169302493,0.0,0.0,0.0017931454591841127,3.546408999799411e-11,0.0,0.0,0.0011760398047044873,0.0,0.0,0.00010468203981872648,0.0,0.0,0.0002681761689018458,0.0,0.0,0.00036071924841962755,0.0,0.0,0.00013767539348918945,0.0,0.0,0.00023951343609951437,0.0,0.0,0.00014915633073542267,0.0,0.0,0.001970146084204316,0.0,0.0
sing the praises of,non-compositional,idiomem,1.0,3,0.28573069314006716,0.0005895820213481784,0.8334092497825623,5.473691391306519,3.58652637158124e-18,33.219280948873624,0.0062244925065897405,10.23088917054328,0.019088486209511757,10.357033967957088,0.03071442245466945,8.306299059958357,0.036595737270545214,7.707919184928123,0.11678965133372306,6.895748148606718,0.3231043921247571,6.533232658359144,0.3360457288241984,6.652815635125767,0.29451947504033643,5.539961899950854,1.0759579114743722e-17,0,0,3.693883254829444e-10,0.0,0.0,3.9882317651063204e-05,0,0,0.0001741313753882423,0.0,0.0,8.017614163691178e-05,0,0,5.777691330877133e-05,0.0,0.0,0.0014705893117934465,0,0,2.7816935471491888e-05,0.0,0.0,0.01478248368948698,0,1,2.0019484509248286e-05,0.0,0.0,0.0329928994178772,0,1,3.985103830927983e-06,0.0,0.0,0.025711065158247948,0,1,2.6305074243282434e-06,0.0,0.0,0.01360003650188446,0,1,8.607152267359197e-06,0.0,0.0,0.013717789202928543,0,1,0.00015448864724021405,0.0,0.0,0.00015448864724021405,,,,,,,,,,,,,,,,,,,,,,,,,,,
rub someone up the wrong way,non-compositional,idiomem,1.0,5,0.36034604983178725,1.8194865333498456e-05,0.929768443107605,5.831984268343416,3.94739809985912e-15,33.219280948873624,0.004050229935455718,10.79621483090229,0.009638349764281883,10.676203982692678,0.01635998821566318,10.178231172878002,0.06169902979663675,9.86781993263682,0.13112888162659148,8.836808109441982,0.2163901758151269,8.179406475446642,0.29646662994509826,6.456825987215905,0.3768179452908953,5.67367138856877,1.3306920690104173e-23,0,0,9.21118724504823e-22,0.0,0.0,6.0568065237021074e-05,0,0,4.772648753714748e-05,0.0,0.0,2.7127634893986396e-05,0,0,1.1380490832380019e-05,0.0,0.0,5.686493750545196e-05,0,0,2.741764546954073e-05,0.0,0.0,3.127208037767559e-05,0,0,1.6463143765577115e-05,0.0,0.0,7.73298233980313e-05,0,0,2.7680714993039146e-05,0.0,0.0,0.0001762139145284891,0,0,0.00011807357805082574,0.0,0.0,0.0004897833568975329,0,0,0.00018373498460277915,0.0,0.0,0.000926439359318465,0,0,0.0006884712493047118,0.0,0.0,0.002104937032163434,2.1500473896429316e-21,0.0,0.0,1.1881150385306682e-05,0.0,0.0,5.512135976459831e-05,0.0,0.0,0.00013495438906829804,0.0,0.0,0.00020875540212728083,0.0,0.0,0.00012899820285383612,0.0,0.0,9.655725443735719e-05,0.0,0.0,6.399512494681403e-05,0.0,0.0,7.87678436608985e-05,0.0,0.0
